00014F25 00014F90 _smm_16@8
000897A7 0008980C ?SetDirectDraw@CDirectDraw@@UAGJPAUIDirectDraw@@@Z
00089811 00089925 ?SetDefault@CDirectDraw@@UAGJXZ
0008992A 0008999C ?GetDirectDraw@CDirectDraw@@UAGJPAPAUIDirectDraw@@@Z
000899A1 000899F3 ?GetSurfaceType@CDirectDraw@@UAGJPAK@Z
000899F8 00089A58 ?UseScanLine@CDirectDraw@@UAGJJ@Z
00089A5D 00089AA6 ?CanUseScanLine@CDirectDraw@@UAGJPAJ@Z
00089AAB 00089B0B ?UseOverlayStretch@CDirectDraw@@UAGJJ@Z
00089B10 00089B59 ?CanUseOverlayStretch@CDirectDraw@@UAGJPAJ@Z
00089B5E 00089BBE ?UseWhenFullScreen@CDirectDraw@@UAGJJ@Z
00089BC3 00089C0C ?WillUseFullScreen@CDirectDraw@@UAGJPAJ@Z
00089C11 00089C63 ?GetOverlayClipper@CDirectDraw@@QAEPAUIDirectDrawClipper@@XZ
00089C68 00089E2E ??0CDirectDraw@@QAE@PAVCRenderer@@PAVCCritSec@@PAUIUnknown@@PAJ@Z
00089E33 00089E3B ??_ECDirectDraw@@W3AEPAXI@Z
00089E40 00089EF1 ?LockDirectDrawPrimary@CDirectDraw@@AAEPAEXZ
00089EF6 00089FDA ?ShowColourKeyOverlay@CDirectDraw@@AAEHXZ
00089FDF 0008A04C ?HideOverlaySurface@CDirectDraw@@QAEHXZ
0008A051 0008A118 ?ReleaseSurfaces@CDirectDraw@@QAEXXZ
0008A11D 0008A186 ?ReleaseDirectDraw@CDirectDraw@@QAEXXZ
0008A18B 0008A273 ?InitDirectDraw@CDirectDraw@@QAEHH@Z
0008A278 0008A2AF ?ClipPrepare@CDirectDraw@@AAEHPAUIDirectDrawSurface@@@Z
0008A2B4 0008A2F9 ?OnUpdateTimer@CDirectDraw@@QAEHXZ
0008A2FE 0008A329 ??0FOURCCMap@@QAE@PBU_GUID@@@Z
0008A32E 0008A3A1 ??1CDirectDraw@@UAE@XZ
0008A3A6 0008A417 ?GetMediaType@CDirectDraw@@AAEKPAVCMediaType@@@Z
0008A41C 0008A49C ?FindDirectDrawPrimary@CDirectDraw@@QAEHPAVCMediaType@@@Z
0008A4A1 0008A551 ?LockSurface@CDirectDraw@@AAEPAEK@Z
0008A556 0008A613 ?ShowOverlaySurface@CDirectDraw@@AAEHXZ
0008A618 0008A693 ?IsOverlayEnabled@CDirectDraw@@QAEHXZ
0008A698 0008A6E0 ?IsOverlayComplete@CDirectDraw@@QAEHXZ
0008A6E5 0008A722 ?OverlayIsStale@CDirectDraw@@QAEXXZ
0008A727 0008A810 ?InitOffScreenSurface@CDirectDraw@@AAEHPAVCMediaType@@H@Z
0008A815 0008A8A1 ?DoFlipSurfaces@CDirectDraw@@AAEHPAUIMediaSample@@@Z
0008A8A6 0008A954 ?DrawImage@CDirectDraw@@QAEHPAUIMediaSample@@@Z
0008A959 0008A97A ??_GCDirectDraw@@UAEPAXI@Z
0008A97F 0008AA24 ?FindPrimarySurface@CDirectDraw@@QAEHPAVCMediaType@@@Z
0008AA29 0008AA88 ?UnlockSurface@CDirectDraw@@AAEHPAEH@Z
0008AA8D 0008AAD9 ?InitVideoSample@CDirectDraw@@QAEHPAUIMediaSample@@K@Z
0008AADE 0008AB24 ?ResetSample@CDirectDraw@@QAEHPAUIMediaSample@@H@Z
0008AB29 0008ABEE ?CreateRGBOffScreen@CDirectDraw@@AAEHPAVCMediaType@@@Z
0008ABF3 0008AC7F ?CreateYUVOffScreen@CDirectDraw@@AAEHPAVCMediaType@@@Z
0008AC84 0008AD35 ?CreateRGBOverlay@CDirectDraw@@AAEHPAVCMediaType@@@Z
0008AD3A 0008ADC5 ?CreateYUVOverlay@CDirectDraw@@AAEHPAVCMediaType@@@Z
0008ADCA 0008AEB9 ?CreateRGBFlipping@CDirectDraw@@AAEHPAVCMediaType@@@Z
0008AEBE 0008AF94 ?CreateYUVFlipping@CDirectDraw@@AAEHPAVCMediaType@@@Z
0008AF99 0008B03D ?OnPaint@CDirectDraw@@QAEHPAUIMediaSample@@@Z
0008B042 0008B1B1 ?FindSurface@CDirectDraw@@QAEHPAVCMediaType@@H@Z
0008B1B6 0008B2A0 ?UpdateOverlaySurface@CDirectDraw@@QAEHXZ
0008B2A5 0008B36D ?UpdateRectangles@CDirectDraw@@AAEHPAUtagRECT@@0@Z
0008B372 0008B4EE ?UpdateDisplayRectangles@CDirectDraw@@AAEHPAUtagRECT@@@Z
0008B4F3 0008B60F ?UpdateSurface@CDirectDraw@@QAEPAVCMediaType@@AAH@Z
0008B614 0008B680 ?OnTimer@CDirectDraw@@QAEHXZ
0008B685 0008B692 ??0CRendererMacroVision@@QAE@XZ
0008B697 0008B843 ?StopMacroVision@CRendererMacroVision@@QAEHPAUHWND__@@@Z
0008B92D 0008BB78 ?SetMacroVision@CRendererMacroVision@@QAEHPAUHWND__@@K@Z
0008BB7D 0008BBDF ??1COverlay@@UAE@XZ
0008BBE4 0008BC3A ?ValidateOverlayCall@COverlay@@AAEJXZ
0008BC3F 0008BC9B ?InitDefaultColourKey@COverlay@@QAEXPAUtagCOLORKEY@@@Z
0008BCA0 0008BCF5 ?GetDefaultColorKey@COverlay@@UAGJPAUtagCOLORKEY@@@Z
0008BCFA 0008BD50 ?GetWindowColourKey@COverlay@@AAEJPAUtagCOLORKEY@@@Z
0008BD55 0008BD8D ?CheckSetColourKey@COverlay@@AAEJPAUtagCOLORKEY@@@Z
0008BD92 0008BE01 ?NegotiatePaletteIndex@COverlay@@AAEJPAUtagVIDEOINFO@@PAUtagCOLORKEY@@PAPAUHPALETTE__@@PAK@Z
0008BE06 0008BEFA ?NegotiateTrueColour@COverlay@@AAEJPAUtagVIDEOINFO@@PAUtagCOLORKEY@@PAK@Z
0008BEFF 0008BF25 ?InstallColourKey@COverlay@@AAEJPAUtagCOLORKEY@@K@Z
0008BF2A 0008BF89 ?InstallPalette@COverlay@@AAEJPAUHPALETTE__@@@Z
0008BF8E 0008C003 ?AdjustForDestination@COverlay@@AAEJPAU_RGNDATA@@@Z
0008C008 0008C091 ?GetVideoRect@COverlay@@AAEJPAUtagRECT@@@Z
0008C096 0008C0D5 ?NonDelegatingQueryInterface@COverlay@@UAGJABU_GUID@@PAPAX@Z
0008C0DA 0008C0EF ?NonDelegatingAddRef@COverlay@@UAGKXZ
0008C0F4 0008C109 ?NonDelegatingRelease@COverlay@@UAGKXZ
0008C10E 0008C181 ?GetDisplayPalette@COverlay@@AAEJPAKPAPAUtagPALETTEENTRY@@@Z
0008C186 0008C1DE ?CheckSetPalette@COverlay@@AAEJKPAUtagPALETTEENTRY@@@Z
0008C1E3 0008C239 ?MakePalette@COverlay@@AAEPAUHPALETTE__@@KPAUtagPALETTEENTRY@@@Z
0008C23E 0008C2B8 ?FreezeVideo@COverlay@@QAEJXZ
0008C2BD 0008C2EB ?GetWindowHandle@COverlay@@UAGJPAPAUHWND__@@@Z
0008C2F0 0008C337 ?StartUpdateTimer@COverlay@@QAEXXZ
0008C33C 0008C37C ?StopUpdateTimer@COverlay@@QAEXXZ
0008C381 0008C389 ??_ECOverlay@@W3AEPAXI@Z
0008C38E 0008C409 ??0COverlay@@QAE@PAVCRenderer@@PAVCDirectDraw@@PAVCCritSec@@PAJ@Z
0008C40E 0008C42F ??_ECOverlay@@UAEPAXI@Z
0008C434 0008C487 ?GetColorKey@COverlay@@UAGJPAUtagCOLORKEY@@@Z
0008C48C 0008C4E2 ?NegotiateColourKey@COverlay@@AAEJPAUtagCOLORKEY@@PAPAUHPALETTE__@@PAK@Z
0008C4E7 0008C58C ?GetVideoClipInfo@COverlay@@AAEJPAUtagRECT@@0PAPAU_RGNDATA@@@Z
0008C591 0008C5F5 ?GetClipList@COverlay@@UAGJPAUtagRECT@@0PAPAU_RGNDATA@@@Z
0008C5FA 0008C657 ?GetVideoPosition@COverlay@@UAGJPAUtagRECT@@0@Z
0008C65C 0008C6EA ?OnAdviseChange@COverlay@@AAEHH@Z
0008C6EF 0008C74D ?Unadvise@COverlay@@UAGJXZ
0008C752 0008C7AE ?GetPalette@COverlay@@UAGJPAKPAPAUtagPALETTEENTRY@@@Z
0008C7B3 0008C834 ?SetPalette@COverlay@@UAGJKPAUtagPALETTEENTRY@@@Z
0008C839 0008C94D ?NotifyChange@COverlay@@QAEJK@Z
0008C952 0008C990 ?ThawVideo@COverlay@@QAEJXZ
0008C995 0008CA14 ?OnUpdateTimer@COverlay@@QAEHXZ
0008CA19 0008CA89 ?OnHookMessage@COverlay@@QAEXH@Z
0008CA8E 0008CAE0 ?MatchColourKey@COverlay@@AAEJPAUtagCOLORKEY@@@Z
0008CAE5 0008CB6A ?Advise@COverlay@@UAGJPAUIOverlayNotify@@K@Z
0008CB6F 0008CC10 ?OnPaint@COverlay@@QAEHXZ
0008CC15 0008CCBB ?SetColorKey@COverlay@@UAGJPAUtagCOLORKEY@@@Z
0008CCC0 0008CCF8 ?InSoftwareCursorMode@CDirectDraw@@QAEHXZ
0008CCFD 0008CD35 ?NonDelegatingQueryInterface@CVideoWindow@@UAGJABU_GUID@@PAPAX@Z
0008CD3A 0008CD8E ?GetDefaultRect@CVideoWindow@@UAE?AUtagRECT@@XZ
0008CD93 0008CE01 ?OnSetCursor@CVideoWindow@@AAEHJ@Z
0008CE06 0008CE57 ?EraseVideoBackground@CVideoWindow@@QAEXXZ
0008CE5C 0008CF30 ?OnEraseBackground@CVideoWindow@@AAEXXZ
0008CF35 0008CF4C ?OnHookMessage@CVideoWindow@@AAEXH@Z
0008CF51 0008CF62 ?OnWindowFreeze@CVideoWindow@@AAEXXZ
0008CF67 0008CF78 ?OnWindowThaw@CVideoWindow@@AAEXXZ
0008CF7D 0008CFF9 ?OnSize@CVideoWindow@@EAEHJJ@Z
0008CFFE 0008D03D ?OnClose@CVideoWindow@@EAEHXZ
0008D042 0008D076 ?OnPalette@CVideoWindow@@AAEXXZ
0008D07B 0008D0E3 ?OnPaletteChange@CVideoWindow@@EAEJPAUHWND__@@I@Z
0008D0E8 0008D12D ?OnPaint@CVideoWindow@@AAEHXZ
0008D132 0008D163 ?OnUpdateRectangles@CVideoWindow@@UAEJXZ
0008D168 0008D22E ?GetMinIdealImageSize@CVideoWindow@@UAGJPAJ0@Z
0008D233 0008D2F9 ?GetMaxIdealImageSize@CVideoWindow@@UAGJPAJ0@Z
0008D2FE 0008D3E7 ?GetPreferredAspectRatio@CVideoWindow@@UAGJPAJ0@Z
0008D3EC 0008D491 ?GetStaticImage@CVideoWindow@@UAEJPAJ0@Z
0008D496 0008D4F3 ?SetDefaultTargetRect@CVideoWindow@@UAEJXZ
0008D4F8 0008D525 ?IsDefaultTargetRect@CVideoWindow@@UAEJXZ
0008D52A 0008D578 ?SetTargetRect@CVideoWindow@@UAEJPAUtagRECT@@@Z
0008D57D 0008D5B3 ?GetTargetRect@CVideoWindow@@UAEJPAUtagRECT@@@Z
0008D5B8 0008D61B ?SetDefaultSourceRect@CVideoWindow@@UAEJXZ
0008D620 0008D683 ?IsDefaultSourceRect@CVideoWindow@@UAEJXZ
0008D688 0008D6CF ?SetSourceRect@CVideoWindow@@UAEJPAUtagRECT@@@Z
0008D6D4 0008D70A ?GetSourceRect@CVideoWindow@@UAEJPAUtagRECT@@@Z
0008D70F 0008D78F ?GetVideoFormat@CVideoWindow@@UAEPAUtagVIDEOINFOHEADER@@XZ
0008D794 0008D803 ?SetKeyPalette@CVideoWindow@@QAEXPAUHPALETTE__@@@Z
0008D808 0008D865 ??1CVideoWindow@@UAE@XZ
0008D86A 0008D887 ?PossiblyEatMessage@CBaseControlWindow@@UAEHIIJ@Z
0008D88C 0008D894 ??_ECVideoWindow@@W3AEPAXI@Z
0008D899 0008D8A6 ?NonDelegatingQueryInterface@CVideoWindow@@WLA@AGJABU_GUID@@PAPAX@Z
0008D8AB 0008D8B6 ??_ECVideoWindow@@WLE@AEPAXI@Z
0008D8BB 0008DA6F ?OnReceiveMessage@CVideoWindow@@EAEJPAUHWND__@@IIJ@Z
0008DA74 0008DB1B ??0CVideoWindow@@QAE@PAVCRenderer@@PAVCCritSec@@PAUIUnknown@@PAJ@Z
0008DB20 0008DB41 ??_ECVideoWindow@@UAEPAXI@Z
0008DB46 0008DB7E ?IsDirectDrawLoaded@CModexAllocator@@QAEHXZ
0008DB83 0008DBB2 ?GetSurfaceFormat@CModexAllocator@@QAEPAVCMediaType@@XZ
0008DBB7 0008DC84 ?CheckMediaType@CModexRenderer@@UAEJPBVCMediaType@@@Z
0008DC89 0008DCAE ?GetPin@CModexRenderer@@UAEPAVCBasePin@@H@Z
0008DCB3 0008DD25 ?NonDelegatingQueryInterface@CModexRenderer@@UAGJABU_GUID@@PAPAX@Z
0008DD2A 0008DEAC ?GetPages@CModexRenderer@@UAGJPAUtagCAUUID@@@Z
0008DEB1 0008DEC2 ?DoRenderSample@CModexRenderer@@UAEJPAUIMediaSample@@@Z
0008DEC7 0008DED5 ?OnReceiveFirstSample@CModexRenderer@@UAEXPAUIMediaSample@@@Z
0008DEDA 0008DF2C ?CompleteConnect@CModexRenderer@@UAEJPAUIPin@@@Z
0008DF31 0008DF7A ?BreakConnect@CModexRenderer@@UAEJXZ
0008DF7F 0008DFEC ?CopyPalette@CModexRenderer@@QAEJPBVCMediaType@@PAV2@@Z
0008DFF1 0008E0AC ?SetMediaType@CModexRenderer@@UAEJPBVCMediaType@@@Z
0008E0B1 0008E0FC ?ResetKeyboardState@CModexRenderer@@QAEXXZ
0008E101 0008E16A ?Active@CModexRenderer@@UAEJXZ
0008E16F 0008E1F6 ?Inactive@CModexRenderer@@UAEJXZ
0008E1FB 0008E255 ??0CModexInputPin@@QAE@PAVCModexRenderer@@PAVCCritSec@@PAGPAJPBG@Z
0008E25A 0008E2C1 ?GetAllocator@CModexInputPin@@UAGJPAPAUIMemAllocator@@@Z
0008E2C6 0008E31A ?NotifyAllocator@CModexInputPin@@UAGJPAUIMemAllocator@@H@Z
0008E31F 0008E35C ?Receive@CModexInputPin@@UAGJPAUIMediaSample@@@Z
0008E361 0008E393 ??0CModexWindow@@QAE@PAVCModexRenderer@@PAGPAJ@Z
0008E398 0008E3C1 ?GetClassWindowStyles@CModexWindow@@UAEPAGPAK00@Z
0008E3C6 0008E3E3 ?OnSetCursor@CModexWindow@@QAEJXZ
0008E3E8 0008E436 ?RestoreWindow@CModexWindow@@QAEJXZ
0008E43B 0008E4B1 ?OnPaint@CModexWindow@@QAEXXZ
0008E4B6 0008E575 ??1CModexRenderer@@UAE@XZ
0008E57A 0008E582 ??_ECModexRenderer@@W7AEPAXI@Z
0008E587 0008E623 ?OnActivate@CModexRenderer@@QAEJPAUHWND__@@I@Z
0008E628 0008E738 ?OnReceiveMessage@CModexWindow@@UAEJPAUHWND__@@IIJ@Z
0008E73D 0008E856 ??0CModexRenderer@@QAE@PAGPAUIUnknown@@PAJ@Z
0008E85B 0008E87C ??_ECModexRenderer@@UAEPAXI@Z
0008E881 0008E8B5 ?CreateInstance@CModexRenderer@@SGPAVCUnknown@@PAUIUnknown@@PAJ@Z
0008E8BA 0008E8EA ??1CModexAllocator@@UAE@XZ
0008E8EF 0008E904 ?NonDelegatingAddRef@CVideoAllocator@@UAGKXZ
0008E909 0008E91E ?NonDelegatingRelease@CVideoAllocator@@UAGKXZ
0008E923 0008E963 ?CheckSizes@CModexAllocator@@QAGJPAU_AllocatorProperties@@@Z
0008E968 0008E9A3 ?SetProperties@CModexAllocator@@UAGJPAU_AllocatorProperties@@0@Z
0008E9A8 0008E9F6 ?CreateImageSample@CVideoAllocator@@EAEPAVCImageSample@@PAEJ@Z
0008E9FB 0008EB18 ?UpdateDrawPalette@CModexAllocator@@QAEJPBVCMediaType@@@Z
0008EB1D 0008EB4E ?GetDirectDrawStatus@CModexAllocator@@QAEHXZ
0008EB53 0008EB96 ?StopUsingDirectDraw@CModexAllocator@@QAEJPAPAUIMediaSample@@@Z
0008EB9B 0008EBFC ?PrepareBackBuffer@CModexAllocator@@QAEJPAUIDirectDrawSurface@@@Z
0008EC01 0008EC30 ?ResetBackBuffer@CModexAllocator@@QAEJPAUIDirectDrawSurface@@@Z
0008EC35 0008EC8C ?CreatePrimary@CModexAllocator@@QAEJXZ
0008EC91 0008ED12 ?ScaleToSurface@CModexAllocator@@QAEJPAUtagVIDEOINFO@@PAUtagRECT@@JJ@Z
0008ED17 0008ED32 ?QueryAcceptOnPeer@CModexAllocator@@QAEJPAVCMediaType@@@Z
0008ED37 0008ED5B ?SetSurfaceSize@CModexAllocator@@QAEXPAUtagVIDEOINFO@@@Z
0008ED60 0008EEDB ?InitDirectDrawFormat@CModexAllocator@@QAEJH@Z
0008EEE0 0008EF12 ?WaitForScanLine@CModexAllocator@@QAEXXZ
0008EF17 0008F061 ?AlignRectangles@CModexAllocator@@QAEHPAUtagRECT@@0@Z
0008F066 0008F0BD ?DrawSurface@CModexAllocator@@QAEJPAUIDirectDrawSurface@@@Z
0008F0C2 0008F189 ?DoRenderSample@CModexAllocator@@QAEJPAUIMediaSample@@@Z
0008F18E 0008F20F ?ReleaseSurfaces@CModexAllocator@@QAEXXZ
0008F214 0008F266 ?ReleaseDirectDraw@CModexAllocator@@QAEXXZ
0008F26B 0008F2F5 ?LoadDirectDraw@CModexAllocator@@QAEJXZ
0008F2FA 0008F363 ?CheckTotalMemory@CModexAllocator@@QAEHH@Z
0008F368 0008F4C4 ?DistributeSetFocusWindow@CModexAllocator@@QAEXPAUHWND__@@@Z
0008F4C9 0008F545 ?BlankDisplay@CModexAllocator@@QAEJXZ
0008F54A 0008F5D2 ?OnActivate@CModexAllocator@@QAEJH@Z
0008F5D7 0008F6A0 ?Inactive@CModexAllocator@@QAEJXZ
0008F6A5 0008F796 ??0CModexAllocator@@QAE@PAVCModexRenderer@@PAVCModexVideo@@PAVCModexWindow@@PAVCCritSec@@PAJ@Z
0008F79B 0008F7BC ??_ECModexAllocator@@UAEPAXI@Z
0008F7C1 0008F807 ?OnReceive@CModexAllocator@@QAEXPAUIMediaSample@@@Z
0008F80C 0008F873 ?ReleaseBuffer@CModexAllocator@@UAGJPAUIMediaSample@@@Z
0008F878 0008F93E ?StartDirectAccess@CModexAllocator@@QAEJPAUIMediaSample@@K@Z
0008F943 0008FA71 ?UpdateSurfaceFormat@CModexAllocator@@QAEJXZ
0008FA76 0008FB0D ?QuerySurfaceFormat@CModexAllocator@@QAEJPAVCMediaType@@@Z
0008FB12 0008FD55 ?AgreeDirectDrawFormat@CModexAllocator@@QAEJJ@Z
0008FD5A 0008FDF5 ?InitTargetMode@CModexAllocator@@QAEJH@Z
0008FDFA 0008FE8F ?NegotiateSurfaceFormat@CModexAllocator@@QAEJXZ
0008FE94 0008FF07 ?GetBuffer@CModexAllocator@@UAGJPAPAUIMediaSample@@PA_J1K@Z
0008FF0C 0009000A ?CreateOffScreen@CModexAllocator@@QAEJH@Z
0009000F 0009015D ?CreateSurfaces@CModexAllocator@@QAEJXZ
00090162 0009021F ?Active@CModexAllocator@@QAEJXZ
00090224 0009023F ?myfabs@@YGNN@Z
00090244 00090271 ??1CModexVideo@@UAE@XZ
00090276 00090336 ?ModeCallBack@@YGJPAU_DDSURFACEDESC@@PAX@Z
0009033B 00090350 ?NonDelegatingAddRef@CModexVideo@@UAGKXZ
00090355 0009036A ?NonDelegatingRelease@CModexVideo@@UAGKXZ
0009036F 000903C2 ?NonDelegatingQueryInterface@CModexVideo@@UAGJABU_GUID@@PAPAX@Z
000903C7 00090408 ?CountModes@CModexVideo@@UAGJPAJ@Z
0009040D 000904A7 ?GetModeInfo@CModexVideo@@UAGJJPAJ00@Z
000904AC 0009055A ?GetModeInfoThatWorks@CModexVideo@@QAGJJPAJ00PAH@Z
0009055F 000905A9 ?GetCurrentMode@CModexVideo@@UAGJPAJ@Z
000905AE 000905F9 ?IsModeAvailable@CModexVideo@@UAGJJ@Z
000905FE 0009064C ?IsModeEnabled@CModexVideo@@UAGJJ@Z
00090651 000906AF ?SetEnabled@CModexVideo@@UAGJJJ@Z
000906B4 000906F9 ?GetClipFactor@CModexVideo@@UAGJPAJ@Z
000906FE 00090746 ?SetClipFactor@CModexVideo@@UAGJJ@Z
0009074B 00090781 ?SetMessageDrain@CModexVideo@@UAGJPAUHWND__@@@Z
00090786 000907CB ?GetMessageDrain@CModexVideo@@UAGJPAPAUHWND__@@@Z
000907D0 00090809 ?SetMonitor@CModexVideo@@UAGJJ@Z
0009080E 00090832 ?GetMonitor@CModexVideo@@UAGJPAJ@Z
00090837 00090913 ?SetDefault@CModexVideo@@UAGJXZ
00090913 000909E1 ?LoadDefaults@CModexVideo@@QAEJXZ
000909E6 00090A37 ?HideOnDeactivate@CModexVideo@@UAGJJ@Z
00090A3C 00090A76 ?IsHideOnDeactivate@CModexVideo@@UAGJXZ
00090A7B 00090ACD ?SetCaption@CModexVideo@@UAGJPAG@Z
00090AD2 00090B6B ?GetCaption@CModexVideo@@UAGJPAPAG@Z
00090B70 00090BB4 ?GetStride@CModexVideo@@QAEJJ@Z
00090BB9 00090E1A ?OrderModes@CModexVideo@@QAEXXZ
00090E1F 00090E66 ?SetAcceleratorTable@CModexVideo@@UAGJPAUHWND__@@PAUHACCEL__@@@Z
00090E6B 00090ED0 ?GetAcceleratorTable@CModexVideo@@UAGJPAPAUHWND__@@PAPAUHACCEL__@@@Z
00090ED5 00090EF6 ?KeepPixelAspectRatio@CModexVideo@@UAGJJ@Z
00090EFB 00090F00 ??_ECModexVideo@@W3AEPAXI@Z
00090F05 00090F26 ??_ECModexVideo@@UAEPAXI@Z
00090F2B 00090FAD ?SetDirectDraw@CModexVideo@@QAEJPAUIDirectDraw@@@Z
00090FB2 00090FDB ?InitialiseModes@CModexVideo@@AAEXXZ
00090FE0 00091059 ??0CModexVideo@@QAE@PAVCModexRenderer@@PAGPAJ@Z
0009105E 000910A0 ?DestroyExtraInputPins@CVMRFilter@@AAEXXZ
000910A5 000910B4 ?EndOfStream@CVMRFilter@VMR9@@QAEJK@Z
000910B9 00091136 ?RuntimeAbortPlayback@CVMRFilter@VMR9@@QAEJJ@Z
0009113B 00091187 ?RestoreDDrawSurfaces@CIVMRSurfaceAllocatorNotify@CVMRFilter@@UAGJXZ
0009118C 000911CF ?NotifyEvent@CIImageSyncNotifyEvent@CVMRFilter@@UAGJJJJ@Z
000911D4 0009122E ?SetAlpha@CVMRFilter@@UAGJKM@Z
00091233 00091296 ?GetAlpha@CVMRFilter@@UAGJKPAM@Z
0009129B 000912F1 ?SetZOrder@CVMRFilter@@UAGJKK@Z
000912F6 00091359 ?GetZOrder@CVMRFilter@@UAGJKPAK@Z
0009135E 000913C1 ?SetOutputRect@CVMRFilter@@UAGJKPBU_NORMALIZEDRECT@@@Z
000913C6 00091429 ?GetOutputRect@CVMRFilter@@UAGJKPAU_NORMALIZEDRECT@@@Z
0009142E 00091471 ?SetBackgroundClr@CVMRFilter@@UAGJK@Z
00091476 000914C4 ?GetMixingPrefs@CVMRFilter@@UAGJPAK@Z
000914C9 00091518 ?GetNumberOfStreams@CVMRFilter@@UAGJPAK@Z
0009151D 00091579 ?GetRenderingPrefs@CVMRFilter@@UAGJPAK@Z
0009157E 000915D2 ?GetAspectRatioModePrivate@CVMRFilter@@UAGJPAK@Z
000915D7 0009162C ?SetAspectRatioModePrivate@CVMRFilter@@UAGJK@Z
00091631 00091675 ?SetMonitor@CVMRFilter@@UAGJPBUtagVMRGUID@@@Z
0009167A 000916C9 ?SetDefaultMonitor@CVMRFilter@@UAGJPBUtagVMRGUID@@@Z
000916CE 0009171D ?GetDefaultMonitor@CVMRFilter@VMR9@@UAGJPAI@Z
00091722 00091771 ?SetAlphaBitmap@CVMRFilter@VMR9@@UAGJPBU_VMR9AlphaBitmap@2@@Z
00091776 000917C5 ?UpdateAlphaBitmapParameters@CVMRFilter@@UAGJPAU_VMRALPHABITMAP@@@Z
000917CA 00091819 ?GetAlphaBitmapParameters@CVMRFilter@VMR9@@UAGJPAU_VMR9AlphaBitmap@2@@Z
0009181E 00091862 ?get_FramesDroppedInRenderer@CVMRFilter@@UAGJPAH@Z
00091867 000918AB ?get_FramesDrawn@CVMRFilter@@UAGJPAH@Z
000918B0 000918F4 ?get_AvgFrameRate@CVMRFilter@VMR9@@UAGJPAH@Z
000918F9 0009193D ?get_Jitter@CVMRFilter@@UAGJPAH@Z
00091942 00091986 ?get_DevSyncOffset@CVMRFilter@@UAGJPAH@Z
0009198B 000919E4 ?GetPages@CVMRFilter@@UAGJPAUtagCAUUID@@@Z
00091A09 00091AA8 ?WriteToStream@CVMRFilter@VMR9@@UAEJPAUIStream@@@Z
00091AAD 00091AFB ?VMRVideoDesc2DXVA_VideoDesc@@YGXPAU_DXVA_VideoDesc@@PBU_VMRVideoDesc@@@Z
00091B00 00091C11 ?GetNumberOfDeinterlaceModes@CVMRFilter@@UAGJPAU_VMRVideoDesc@@PAKPAU_GUID@@@Z
00091C16 00091CD8 ?GetDeinterlaceModeCaps@CVMRFilter@@UAGJPAU_GUID@@PAU_VMRVideoDesc@@PAU_VMRDeinterlaceCaps@@@Z
00091CDD 00091D44 ?GetActualDeinterlaceMode@CVMRFilter@@UAGJKPAU_GUID@@@Z
00091D49 00091DC3 ?GetDeinterlaceMode@CVMRFilter@@UAGJKPAU_GUID@@@Z
00091DC8 00091E15 ?GetDeinterlacePrefs@CVMRFilter@@UAGJPAK@Z
00091E1A 00091E42 ?IsYUVMixingMode@CVMRFilter@@AAE_NXZ
00091E47 00091E64 ?NotifyFormatChangeFailure@CIMixerNotifyEvent@CVMRFilter@VMR9@@UAGJJK@Z
00091E69 00091EAE ?KeyExchange@CVMRFilter@@UAGJPAU_GUID@@PAPAEPAK@Z
00091EB3 00091EF2 ?SessionSequenceStart@CVMRFilter@@UAGJPAU_AMCOPPSignature@@@Z
00091EF7 00091F36 ?ProtectionCommand@CVMRFilter@@UAGJPBU_AMCOPPCommand@@@Z
00091F3B 00091F7D ?ProtectionStatus@CVMRFilter@@UAGJPBU_AMCOPPStatusInput@@PAU_AMCOPPStatusOutput@@@Z
00091F82 00091F8C ?QueryInterface@CVMRMediaSample@@WEI@AGJABU_GUID@@PAPAX@Z
00091F91 0009206D ?MixerInit@CVMRFilter@@AAEJK@Z
000920B9 000920F1 ?CreateExtraInputPins@CVMRFilter@@AAEJK@Z
000920F6 0009213B ?GetNativeVideoSize@CVMRFilter@@UAGJPAJ000@Z
00092140 0009217F ?GetMinIdealVideoSize@CVMRFilter@@UAGJPAJ0@Z
00092184 000921C3 ?GetMaxIdealVideoSize@CVMRFilter@@UAGJPAJ0@Z
000921C8 00092207 ?SetVideoPosition@CVMRFilter@@UAGJQAUtagRECT@@0@Z
0009220C 0009224B ?GetVideoPosition@CVMRFilter@@UAGJPAUtagRECT@@0@Z
00092250 00092286 ?GetAspectRatioMode@CVMRFilter@@UAGJPAK@Z
0009228B 000922C2 ?SetAspectRatioMode@CVMRFilter@@UAGJK@Z
000922C7 00092304 ?SetVideoClippingWindow@CVMRFilter@@UAGJPAUHWND__@@@Z
00092309 0009234F ?RepaintVideo@CVMRFilter@@UAGJPAUHWND__@@PAUHDC__@@@Z
00092354 0009237A ?DisplayModeChanged@CVMRFilter@@UAGJXZ
0009237F 000923B5 ?GetCurrentImage@CVMRFilter@@UAGJPAPAE@Z
000923BA 000923E3 ?SetBorderColor@CVMRFilter@@UAGJK@Z
000923E8 00092411 ?GetBorderColor@CVMRFilter@@UAGJPAK@Z
00092416 0009243F ?SetColorKey@CVMRFilter@@UAGJK@Z
00092444 0009246D ?GetColorKey@CVMRFilter@@UAGJPAK@Z
00092472 00092535 ?SetMixingPrefs@CVMRFilter@@UAGJK@Z
