000017B4 000017C8 __EH_epilog3
003639BA 00363BAF @RtlDoesDefinitionAppIdMatchReferenceAppId@24
00363BAF 00363BD5 @RtlIsDefinitionIdentityHandleValid@8
00363BD5 00363BEB ?RtlTraceFormat_PCDEFINITION_IDENTITY@Rtl@Isolation@Windows@@YIXPAU_IFormattedOutputStream@123@PBX@Z
00363BEB 00363C04 ??$FsnpCompareStringsLC@PAU_LUTF8_STRING@@U1@@@YIJPAU_LUTF8_STRING@@U0@AAH@Z
00363C04 00363C27 ??$id_compare_Values@PAU_LUTF8_STRING@@U1@@@YGJPAU_LUTF8_STRING@@U0@AAH@Z
00363C27 00363CEF @RtlFormatDefinitionIdentity@16
00363CEF 00363DB7 @RtlFormatUtf8DefinitionIdentity@16
00363DB7 00363E23 @RtlDuplicateDefinitionIdentityHandle@12
00363E23 00363E8C @RtlGetDefinitionIdentityAttributeValue@16
00363E8C 00363F1B @RtlAreDefinitionIdentitiesEqual@24
00363F1B 00363FAB @RtlQueryInformationDefinitionIdentity@24
00363FAB 0036402A @RtlGenerateDefinitionIdentityUnicodeKeyForm@16
0036402A 00364094 @RtlCreateDefinitionIdentityAttributeEnumerator@12
00364094 00364125 @RtlHashDefinitionIdentity@16
00364125 003642AD ?id_Parsing_MapDefinitionAttributes@@YIEPAU_RTL_ALLOCATION_LIST@@PAU_LUNICODE_STRING@@11PAX@Z
003642AD 00364435 ?id_Parsing_MapDefinitionAttributesUtf8@@YIEPAU_RTL_ALLOCATION_LIST@@PAU_LUTF8_STRING@@11PAX@Z
00364435 00364525 @RtlCreateDefinitionIdentity@24
00364525 00364615 @RtlCreateUtf8DefinitionIdentity@24
00364615 00364715 @RtlParseDefinitionIdentity@12
00364715 00364805 @RtlParseUtf8DefinitionIdentity@12
00364805 00364860 @RtlCloseDefinitionIdentityHandle@8
00364860 003648D9 @RtlSetDefinitionIdentityAttributeValue@16
0036492E 003649DF @RtlFormatUtf8ReferenceIdentity@16
003649FD 00364A66 @RtlGetReferenceIdentityAttributeValue@16
00364A66 00364AF5 @RtlAreReferenceIdentitiesEqual@24
00364AF5 00364B6A @RtlQueryInformationReferenceIdentity@24
00364B91 00364C21 @RtlIsReferenceIdentityAttributePresent@20
00364C21 00364CB2 @RtlHashReferenceIdentity@16
00364CB2 00364DB7 ?id_KeyForm_MapReferenceAttributes@@YIEPAU_RTL_ALLOCATION_LIST@@PAU_LUNICODE_STRING@@11PAX@Z
00364E1C 00364F57 ?id_Parsing_MapReferenceAttributesUtf8@@YIEPAU_RTL_ALLOCATION_LIST@@PAU_LUTF8_STRING@@11PAX@Z
00364F8E 0036507E @RtlCreateUtf8ReferenceIdentity@24
003650AD 003651AD @RtlParseUtf8ReferenceIdentity@12
00365203 0036527D @RtlGenerateReferenceIdentityUnicodeKeyForm@16
0036527D 0036529A ?TextToDefinition@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJKPBGPAPAUIDefinitionIdentity@@@Z
0036529A 003652B7 ?ReferenceToText@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJKPAUIReferenceIdentity@@PAPAG@Z
003652B7 003652D4 ?DefinitionToText@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJKPAUIDefinitionIdentity@@PAPAG@Z
003652D4 003652F7 ?DefinitionToTextBuffer@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJKPAUIDefinitionIdentity@@KQAGPAK@Z
003652F7 00365317 ?AreDefinitionsEqual@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJKPAUIDefinitionIdentity@@0PAH@Z
00365317 00365337 ?AreReferencesEqual@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJKPAUIReferenceIdentity@@0PAH@Z
00365337 00365357 ?AreTextualReferencesEqual@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJKPBG0PAH@Z
00365357 00365377 ?AreTextualDefinitionsEqual@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJKPBG0PAH@Z
00365377 00365397 ?DoesDefinitionMatchReference@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJKPAUIDefinitionIdentity@@PAUIReferenceIdentity@@PAH@Z
00365397 003653B7 ?DoesTextualDefinitionMatchTextualReference@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJKPBG0PAH@Z
003653B7 003653D4 ?HashReference@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJKPAUIReferenceIdentity@@PA_K@Z
003653D4 003653F1 ?HashDefinition@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJKPAUIDefinitionIdentity@@PA_K@Z
003653F1 0036540E ?GenerateDefinitionKey@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJKPAUIDefinitionIdentity@@PAPAG@Z
0036540E 0036542B ?GenerateReferenceKey@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJKPAUIReferenceIdentity@@PAPAG@Z
0036542B 00365442 ?CreateDefinition@CIdentityAuthority_IIdentityAuthority@Com@IsolationImplementation@@MAGJPAPAUIDefinitionIdentity@@@Z
00365449 00365465 ??$FsnpCompareStringsLC@U_LUTF8_STRING@@U_LUNICODE_STRING@@@@YIJU_LUTF8_STRING@@U_LUNICODE_STRING@@AAH@Z
003654B0 003654DB ??$id_compare_Values@U_LUTF8_STRING@@U_LUNICODE_STRING@@@@YGJU_LUTF8_STRING@@U_LUNICODE_STRING@@AAH@Z
003654F1 003658A2 ?RtlpMatchRefToDefIdentityBuiltinAttributes@@YIEPBU_IDENTITY_BUILTIN_ATTRIBUTES@Rtl@Isolation@Windows@@0PAX1@Z
003658A2 0036595E ?RtlpMatchRefToDefIdentity@@YIEPBU_IDENTITY_ATTRIBUTE@Rtl@Isolation@Windows@@0PAX1@Z
003659F2 00365AED ??$idapi_GetAttributeValue@U_IDENTITY_ATTRIBUTE@Rtl@Isolation@Windows@@@@YGJKU_BASE_IDENTITY@Rtl@Isolation@Windows@@PAU_IDENTITY_ATTRIBUTE@123@@Z
00365AED 00365BEE ??$idapi_IsAttributePresent@U_IDENTITY_ATTRIBUTE@Rtl@Isolation@Windows@@@@YGJKU_BASE_IDENTITY@Rtl@Isolation@Windows@@PBU_IDENTITY_ATTRIBUTE@123@PAE@Z
00365BEE 00365C9E ??$id_compare_attributes@PBVCInternalIdentityAttribute@@PBV1@@@YGJPBVCInternalIdentityAttribute@@0AAH@Z
00365C9E 00365D35 ??$id_compare_attributes_NSN@PBVCInternalIdentityAttribute@@PBV1@@@YGJPBVCInternalIdentityAttribute@@0AAH@Z
00365D95 00365E38 ??$id_AssignInternalAttributeFromPublicAttribute@U_IDENTITY_UTF8_ATTRIBUTE@Rtl@Isolation@Windows@@@@YGJPAU_RTL_ALLOCATION_LIST@@ABU_IDENTITY_UTF8_ATTRIBUTE@Rtl@Isolation@Windows@@AAVCInternalIdentityAttribute@@@Z
00365EAC 00366005 @RtlCreateUtf8BaseIdentity@40
00366005 00366083 @RtlQueryInformationBaseIdentity@24
00366083 00366099 @RtlGetBaseIdentityAttributeValue@16
00366099 00366166 @RtlHashBaseIdentity@16
00366166 0036617F @RtlIsBaseIdentityAttributePresent@20
0036619B 00366221 ?RtlTraceFormat_PCIDENTITY_TYPE@Rtl@Isolation@Windows@@YIXPAU_IFormattedOutputStream@123@PBX@Z
00366256 003664D3 @RtlAreBaseIdentitiesEqual@24
003664D3 0036682E @RtlCorrelateBaseIdentityAttributes@32
0036682E 003668EB @RtlDoesDefinitionIdentityMatchReferenceIdentity@24
003668EB 003669EE ?RtlTraceFormat_PCBASE_IDENTITY@Rtl@Isolation@Windows@@YIXPAU_IFormattedOutputStream@123@PBX@Z
00366AEE 00366D5F ??$id_ApplyDelta@U_IDENTITY_UTF8_ATTRIBUTE@Rtl@Isolation@Windows@@P6IEPAU_RTL_ALLOCATION_LIST@@PAU_LUTF8_STRING@@11PAX@Z@@YGJ_NPAU_RTL_ALLOCATION_LIST@@1PAU_INTERNAL_IDENTITY_TYPE@@KQAVCInternalIdentityAttribute@@PAKAAV?$CSmartArrayHolder@KVCInternalIdentityAttribute@@VCInternalIdAttrObjTraits@@V?$CDefaultArrayBufferTraits@K@Nt@BCL@@@Nt@BCL@@ABU_IDENTITY_UTF8_ATTRIBUTE@Rtl@Isolation@Windows@@P6IE1PAU_LUTF8_STRING@@77PAX@Z8PAEPAE@Z
00366E11 00367020 ??$id_InternalBaseIdentityValue_ApplyDeltas@U_IDENTITY_UTF8_ATTRIBUTE@Rtl@Isolation@Windows@@P6IEPAU_RTL_ALLOCATION_LIST@@PAU_LUTF8_STRING@@11PAX@Z@@YGJKPAU_RTL_ALLOCATION_LIST@@PAU_INTERNAL_IDENTITY_TYPE@@PAVCInternalIdentityValue@@KQBU_IDENTITY_UTF8_ATTRIBUTE@Rtl@Isolation@Windows@@PAPAV2@P6IE0PAU_LUTF8_STRING@@55PAX@Z6@Z
00367094 003670B6 ?IsValid@?$CTSHandleImplementation@U_CDF_INTERNAL_ULONG_TABLE@@@@SGEU_CDF_ULONG_TABLE@Rtl@Cdf@Windows@@@Z
003670B6 003670D8 ?IsValid@?$CTSHandleImplementation@U_CDF_INTERNAL_ULONG_TABLE_ENUMERATOR@@@@SGEU_CDF_ULONG_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@@Z
003670D8 003670EC @CdfIsUlongTableHandleValid@8
003670EC 00367100 @CdfIsUlongTableEnumeratorHandleValid@8
00367100 00367114 ?IsValid@_CDF_INTERNAL_ULONG_TABLE_ENUMERATOR@@SGEU_CDF_ULONG_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@@Z
00367114 003671A3 ?Initialize@?$CTSHandleImplementation@U_CDF_INTERNAL_ULONG_TABLE_ENUMERATOR@@@@CGJXZ
003671A3 00367238 ?Attach@?$CTypeSafeHandlePointer@U_CDF_INTERNAL_ULONG_TABLE_ENUMERATOR@@@Rtl@Provider@TypeSafeHandle@Windows@@QAEJU_CDF_ULONG_TABLE_ENUMERATOR@2Cdf@5@@Z
00367238 003672C7 ?Initialize@?$CTSHandleImplementation@U_CDF_INTERNAL_ULONG_TABLE@@@@CGJXZ
003672C7 00367428 ??$FetchData@U_CDF_ULONG_TABLE_ENUMERATOR_ITEM@Rtl@Cdf@Windows@@@?$CTSEnumeratorHandleImplementation@U_CDF_INTERNAL_ULONG_TABLE_ENUMERATOR@@V?$CTypeSafeHandlePointer@U_CDF_INTERNAL_ULONG_TABLE_ENUMERATOR@@@Rtl@Provider@TypeSafeHandle@Windows@@@@SGJU_CDF_ULONG_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@KPAU_CDF_ULONG_TABLE_ENUMERATOR_ITEM@234@PAK@Z
00367428 003674D5 ??$pcm_GetTableSize@U_CDF_ULONG_TABLE@Rtl@Cdf@Windows@@V?$CTypeSafeHandlePointer@U_CDF_INTERNAL_ULONG_TABLE@@@2Provider@TypeSafeHandle@4@@@YGJU_CDF_ULONG_TABLE@Rtl@Cdf@Windows@@PAK@Z
003674D5 003674EE @CdfFetchUlongTableEnumeratorData@20
003674EE 00367503 @CdfGetUlongTableSize@12
00367503 0036755B ?Close@?$CTSHandleImplementation@U_CDF_INTERNAL_ULONG_TABLE@@@@SGXU_CDF_ULONG_TABLE@Rtl@Cdf@Windows@@@Z
0036755B 00367651 ?SetPosition@?$CTSEnumeratorHandleImplementation@U_CDF_INTERNAL_ULONG_TABLE_ENUMERATOR@@V?$CTypeSafeHandlePointer@U_CDF_INTERNAL_ULONG_TABLE_ENUMERATOR@@@Rtl@Provider@TypeSafeHandle@Windows@@@@SGJU_CDF_ULONG_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@KPAK@Z
00367651 00367770 ?MovePosition@?$CTSEnumeratorHandleImplementation@U_CDF_INTERNAL_ULONG_TABLE_ENUMERATOR@@V?$CTypeSafeHandlePointer@U_CDF_INTERNAL_ULONG_TABLE_ENUMERATOR@@@Rtl@Provider@TypeSafeHandle@Windows@@@@SGJU_CDF_ULONG_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@JPAJ@Z
00367770 003677AD ?CreateInstance@?$CTSHandleImplementation@U_CDF_INTERNAL_ULONG_TABLE_ENUMERATOR@@@@SGJABU_CDF_ULONG_TABLE_ENUMERATOR_CONSTRUCTOR_DATA@@AAU_CDF_ULONG_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@@Z
003677AD 00367805 ?Close@?$CTSHandleImplementation@U_CDF_INTERNAL_ULONG_TABLE_ENUMERATOR@@@@SGXU_CDF_ULONG_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@@Z
00367805 00367882 ?Duplicate@?$CTSHandleImplementation@U_CDF_INTERNAL_ULONG_TABLE@@@@SGJU_CDF_ULONG_TABLE@Rtl@Cdf@Windows@@AAU2345@@Z
00367882 003678E1 ?Destructor@?$CTSHandleImplementation@U_CDF_INTERNAL_DEFINITION_IDENTITY_TABLE@@@@SIXPAXK0@Z
003678E1 003678F5 @CdfCloseUlongTableHandle@8
003678F5 0036794B ?pcm_GetTable@@YGJPBU_CDF_HEADER@@U_CDF_BLOBID@Rtl@Cdf@Windows@@AAU_CDF_INTERNAL_ULONG_TABLE@@@Z
0036794B 0036795F @CdfCloseUlongTableEnumeratorHandle@8
0036795F 00367975 @CdfSetUlongTableEnumeratorPosition@16
00367975 0036798B @CdfMoveUlongTableEnumeratorPosition@16
0036798B 00367AA2 @CdfEnumerateUlongTable@12
00367AA2 00367AF2 ?Duplicate@?$CTSHandleImplementation@U_CDF_INTERNAL_ULONG_TABLE@@@@SGJU_CDF_ULONG_TABLE@Rtl@Cdf@Windows@@PAU2345@@Z
00367AF2 00367B86 ?Constructor@?$CTSHandleImplementation@U_CDF_INTERNAL_DEFINITION_IDENTITY_TABLE_ENUMERATOR@@@@SIEPAXK000@Z
00367B86 00367C0D ?Construct@?$CCdfInternalGenericEnumeratorBaseClass@U_CDF_ULONG_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@U_CDF_INTERNAL_ULONG_TABLE_ENUMERATOR@@U_CDF_ULONG_TABLE_ENUMERATOR_CONSTRUCTOR_DATA@@U_CDF_ULONG_TABLE_BLOB_HEADER@@K@@QAEJABU_CDF_ULONG_TABLE_ENUMERATOR_CONSTRUCTOR_DATA@@@Z
00367C0D 00367C22 @CdfDuplicateUlongTableHandle@12
00367C22 00367CB5 ?Constructor@?$CTSHandleImplementation@U_CDF_INTERNAL_ULONG_TABLE@@@@SIEPAXK000@Z
00367CB5 00367D19 ?Construct@?$CCdfInternalGenericTableBaseClass@U_CDF_ULONG_TABLE@Rtl@Cdf@Windows@@U_CDF_INTERNAL_ULONG_TABLE@@U_CDF_GENERIC_TABLE_CONSTRUCTOR_DATA@@U_CDF_ULONG_TABLE_BLOB_HEADER@@K@@QAEJABU_CDF_GENERIC_TABLE_CONSTRUCTOR_DATA@@@Z
00367D19 00367D86 ?utiludom_GetElementNameDetails@@YGJPAUIRtlMicrodom@Rtl@Microdom@Windows@@UElement@234@PAPBU_LUTF8_STRING@@22@Z
00367DFD 00367EAB _LdrGetDllHandle@16
00367EAB 00367F5B _LdrGetProcedureAddress@16
00367F5B 00368148 ?isowin32_ConvertWin32ErrorToNtStatus@@YGJK@Z
00368148 00368154 ?isowin32_ConvertLastWin32ErrorToNtStatus@@YGJXZ
00368154 00368186 ?IsNtStatusInAltStatus@@YG_NJPAU_RTL_ALTERNATE_STATUS@@@Z
00368186 003681B4 ?isowin32private_Win32ErrorAltStatusHelper@@YGJKPAU_RTL_ALTERNATE_STATUS@@@Z
003681B4 003681CB ?isowin32private_LastWin32ErrorAltStatusHelper@@YGJPAU_RTL_ALTERNATE_STATUS@@@Z
003681CB 0036822A ??$Win32GetProcAddress@P6GHPBG0PAU_SECURITY_ATTRIBUTES@@@Z@CWin32DllHandle@Win32@BCL@@QAEHPBDKPAP6GHPBG1PAU_SECURITY_ATTRIBUTES@@@Z@Z
0036822A 00368288 ?CallRtlNtStatusToDosError@@YG_NJAAK@Z
003682AA 003684C8 ?isowin32_ConvertNtStatusToWin32Error@@YGKJ@Z
003684C8 003684EA ?IsValid@?$CTSHandleImplementation@U_CDF_INTERNAL_GUID_TABLE@@@@SGEU_CDF_GUID_TABLE@Rtl@Cdf@Windows@@@Z
003684EA 0036850C ?IsValid@?$CTSHandleImplementation@U_CDF_INTERNAL_GUID_TABLE_ENUMERATOR@@@@SGEU_CDF_GUID_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@@Z
0036850C 00368523 ??$GetKey@U_CDF_GUIDID@Rtl@Cdf@Windows@@U_GUID@@@?$CCdfInternalGenericEnumeratorBaseClass@U_CDF_GUID_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@U_CDF_INTERNAL_GUID_TABLE_ENUMERATOR@@U_CDF_GUID_TABLE_ENUMERATOR_CONSTRUCTOR_DATA@@U_CDF_GUID_TABLE_BLOB_HEADER@@U_CDF_GUIDID@234@@@QAEJU_CDF_GUIDID@Rtl@Cdf@Windows@@AAU_GUID@@@Z
00368523 00368537 @CdfIsGuidTableHandleValid@8
00368537 0036854B @CdfIsGuidTableEnumeratorHandleValid@8
0036854B 0036855F ?IsValid@_CDF_INTERNAL_GUID_TABLE_ENUMERATOR@@SGEU_CDF_GUID_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@@Z
0036855F 003685EF ?Initialize@?$CTSHandleImplementation@U_CDF_INTERNAL_GUID_TABLE_ENUMERATOR@@@@CGJXZ
003685EF 00368684 ?Attach@?$CTypeSafeHandlePointer@U_CDF_INTERNAL_GUID_TABLE_ENUMERATOR@@@Rtl@Provider@TypeSafeHandle@Windows@@QAEJU_CDF_GUID_TABLE_ENUMERATOR@2Cdf@5@@Z
00368684 00368713 ?Initialize@?$CTSHandleImplementation@U_CDF_INTERNAL_GUID_TABLE@@@@CGJXZ
00368713 00368887 ??$FetchData@U_CDF_GUID_TABLE_ENUMERATOR_ITEM@Rtl@Cdf@Windows@@@?$CTSEnumeratorHandleImplementation@U_CDF_INTERNAL_GUID_TABLE_ENUMERATOR@@V?$CTypeSafeHandlePointer@U_CDF_INTERNAL_GUID_TABLE_ENUMERATOR@@@Rtl@Provider@TypeSafeHandle@Windows@@@@SGJU_CDF_GUID_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@KPAU_CDF_GUID_TABLE_ENUMERATOR_ITEM@234@PAK@Z
00368887 003688A0 @CdfFetchGuidTableEnumeratorData@20
003688A0 003688F8 ?Close@?$CTSHandleImplementation@U_CDF_INTERNAL_GUID_TABLE@@@@SGXU_CDF_GUID_TABLE@Rtl@Cdf@Windows@@@Z
003688F8 003689EE ?SetPosition@?$CTSEnumeratorHandleImplementation@U_CDF_INTERNAL_GUID_TABLE_ENUMERATOR@@V?$CTypeSafeHandlePointer@U_CDF_INTERNAL_GUID_TABLE_ENUMERATOR@@@Rtl@Provider@TypeSafeHandle@Windows@@@@SGJU_CDF_GUID_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@KPAK@Z
003689EE 00368B0D ?MovePosition@?$CTSEnumeratorHandleImplementation@U_CDF_INTERNAL_GUID_TABLE_ENUMERATOR@@V?$CTypeSafeHandlePointer@U_CDF_INTERNAL_GUID_TABLE_ENUMERATOR@@@Rtl@Provider@TypeSafeHandle@Windows@@@@SGJU_CDF_GUID_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@JPAJ@Z
00368B0D 00368B4A ?CreateInstance@?$CTSHandleImplementation@U_CDF_INTERNAL_GUID_TABLE_ENUMERATOR@@@@SGJABU_CDF_GUID_TABLE_ENUMERATOR_CONSTRUCTOR_DATA@@AAU_CDF_GUID_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@@Z
00368B4A 00368BA2 ?Close@?$CTSHandleImplementation@U_CDF_INTERNAL_GUID_TABLE_ENUMERATOR@@@@SGXU_CDF_GUID_TABLE_ENUMERATOR@Rtl@Cdf@Windows@@@Z
00368BA2 00368C1F ?Duplicate@?$CTSHandleImplementation@U_CDF_INTERNAL_GUID_TABLE@@@@SGJU_CDF_GUID_TABLE@Rtl@Cdf@Windows@@AAU2345@@Z
00368C1F 00368C33 @CdfCloseGuidTableHandle@8
00368C33 00368C90 ?pcm_GetTable@@YGJPBU_CDF_HEADER@@U_CDF_BLOBID@Rtl@Cdf@Windows@@AAU_CDF_INTERNAL_GUID_TABLE@@@Z
00368C90 00368CA4 @CdfCloseGuidTableEnumeratorHandle@8
00368CA4 00368CBA @CdfSetGuidTableEnumeratorPosition@16
00368CBA 00368CD0 @CdfMoveGuidTableEnumeratorPosition@16
00368CD0 00368DEB @CdfEnumerateGuidTable@12
00368DEB 00368E3B ?Duplicate@?$CTSHandleImplementation@U_CDF_INTERNAL_GUID_TABLE@@@@SGJU_CDF_GUID_TABLE@Rtl@Cdf@Windows@@PAU2345@@Z
00368E3B 00368E50 @CdfDuplicateGuidTableHandle@12
00368E50 00368EE3 ?Constructor@?$CTSHandleImplementation@U_CDF_INTERNAL_GUID_TABLE@@@@SIEPAXK000@Z
00368EE3 00368F47 ?Construct@?$CCdfInternalGenericTableBaseClass@U_CDF_GUID_TABLE@Rtl@Cdf@Windows@@U_CDF_INTERNAL_GUID_TABLE@@U_CDF_GENERIC_TABLE_CONSTRUCTOR_DATA@@U_CDF_GUID_TABLE_BLOB_HEADER@@U_CDF_GUIDID@234@@@QAEJABU_CDF_GENERIC_TABLE_CONSTRUCTOR_DATA@@@Z
00368F9F 00368FB3 ?Format@Rtl@TypeSafeHandle@Windows@@YIXPAU_IFormattedOutputStream@1Isolation@3@U_TSHANDLE@123@@Z
00368FCA 00368FF7 @RtlTypeSafeHandlesReferToSameObject@16
00369001 00369034 ?AllocateWithExtraBytes@?$CSmartPtrTraits@U_TSHANDLE_LEVEL_1_TABLE@@@Nt@BCL@@SGJAAPAU_TSHANDLE_LEVEL_1_TABLE@@K@Z
00369048 0036906F ??_G_RTLP_TSHANDLE_TYPE_DEFINITION_DESCRIPTION_WITH_HEADER@@QAEPAXI@Z
0036906F 00369082 ?Allocate@?$CSmartPtrTraits@U_TSHANDLE_LEVEL_1_TABLE@@@Nt@BCL@@SGJAAPAU_TSHANDLE_LEVEL_1_TABLE@@@Z
003694AC 003694C1 ?Deallocate@?$CSmartPtrTraits@U_RTLP_TSHANDLE_TYPE_DEFINITION_DESCRIPTION_WITH_HEADER@@@Nt@BCL@@SGXPAU_RTLP_TSHANDLE_TYPE_DEFINITION_DESCRIPTION_WITH_HEADER@@@Z
003694FB 00369526 ?Allocate@?$CSmartPtr@V?$CSmartPtrTraits@U_TSHANDLE_LEVEL_1_TABLE@@@Nt@BCL@@@BCL@@QAE?AVCCallDisposition@Nt@2@XZ
003697D7 003697FE ?Delete@?$CSmartPtr@V?$CSmartPtrTraits@U_TSHANDLE_LEAF_TABLE@@@Nt@BCL@@@BCL@@SGXPAU_TSHANDLE_LEAF_TABLE@@@Z
003699D0 003699EE @RtlUnregisterTypeSafeHandleType@8
00369A79 00369A9A ?DeallocateNodes@_TSHANDLE_LEVEL_3_TABLE@@QAEXXZ
00369A9A 00369AC1 ?DeallocateNodes@_TSHANDLE_LEVEL_2_TABLE@@QAEXXZ
00369B34 00369B47 ?tsh_AllocateLevel1Table@@YGJPAPAU_TSHANDLE_LEVEL_1_TABLE@@@Z
00369D81 00369DA8 ?DeallocateNodes@_TSHANDLE_LEVEL_1_TABLE@@QAEXXZ
0036AB15 0036AB27 ?pcm_UCSTransform_LC@@YIII@Z
0036AB27 0036AB40 ?pcm_Compare@@YGJPBU_CDF_HEADER@@KKAA_N@Z
0036AB40 0036AB53 ?pcm_Hash@@YGJKAAK@Z
0036AB53 0036AB68 ?pcm_Hash@@YGJABU_GUID@@AAK@Z
0036AB68 0036AB90 ?Parse@Rtl@Isolation@Windows@@YIJPBU_UNICODE_STRING@@AAU_DEFINITION_IDENTITY@123@@Z
0036AB90 0036ABB8 ?Parse@Rtl@Isolation@Windows@@YIJPBU_UNICODE_STRING@@AAU_REFERENCE_IDENTITY@123@@Z
0036ABB8 0036ABD2 ?pcm_Clear@@YGXAAU_CDF_STRING_TABLE_ENUMERATOR_ITEM@Rtl@Cdf@Windows@@@Z
0036ABD2 0036ABE5 ?pcm_Clear@@YGXAAU_CDF_DEFINITION_IDENTITY_TABLE_ENUMERATOR_ITEM@Rtl@Cdf@Windows@@@Z
0036ABE5 0036ABF8 ?pcm_Clear@@YGXAAU_CDF_ULONG_TABLE_ENUMERATOR_ITEM@Rtl@Cdf@Windows@@@Z
0036ABF8 0036AC34 ?pcm_Clear@@YGXAAU_CDF_GUID_TABLE_ENUMERATOR_ITEM@Rtl@Cdf@Windows@@@Z
0036AC34 0036AC67 ?DestructiveMoveArray@?$CSmartArrayHolder@V?$CDefaultObjectTraits@U_IDENTITY_UTF8_ATTRIBUTE@Rtl@Isolation@Windows@@VCCallDisposition@Nt@BCL@@@BCL@@V?$CSmartInlineArrayBufferTraits@K@Nt@2@VCCallDisposition@42@@BCL@@AAEXPAU_IDENTITY_UTF8_ATTRIBUTE@Rtl@Isolation@Windows@@K@Z
0036AC67 0036ACF7 ?Initialize@?$CTSHandleImplementation@U_CDF_INTERNAL_STRING_TABLE@@@@CGJXZ
0036ACF7 0036AD87 ?Initialize@?$CTSHandleImplementation@U_CDF_INTERNAL_BINARY_TABLE@@@@CGJXZ
0036AD87 0036ADC4 ??$pcm_ApplyOffset@$$CBE@@YGJPBU_CDF_HEADER@@PBU_CDF_BLOB_TABLE_ENTRY@@AAPBE@Z
0036ADC4 0036AE61 ??$Search@PBU_LUTF8_STRING@@@?$CCdfInternalGenericTableBaseClass@U_CDF_STRING_TABLE@Rtl@Cdf@Windows@@U_CDF_INTERNAL_STRING_TABLE@@U_CDF_GENERIC_TABLE_CONSTRUCTOR_DATA@@U_CDF_STRING_TABLE_BLOB_HEADER@@U_CDF_STRINGID@234@@@QAEJPBU_LUTF8_STRING@@AAU_CDF_BLOBID@Rtl@Cdf@Windows@@@Z
0036AE61 0036AE97 ?pcm_CompareLUnicodeStrings@@YIJPBU_CDF_HEADER@@PBU_LUNICODE_STRING@@U_CDF_STRINGID@Rtl@Cdf@Windows@@AAH@Z
0036AE97 0036AECD ?pcm_CompareLUtf8Strings@@YIJPBU_CDF_HEADER@@PBU_LUTF8_STRING@@U_CDF_STRINGID@Rtl@Cdf@Windows@@AAH@Z
0036AECD 0036AF06 ?pcm_CompareLUnicodeStringsLC@@YIJPBU_CDF_HEADER@@PBU_LUNICODE_STRING@@U_CDF_STRINGID@Rtl@Cdf@Windows@@AAH@Z
0036AF06 0036AF3F ?pcm_CompareLUtf8StringsLC@@YIJPBU_CDF_HEADER@@PBU_LUTF8_STRING@@U_CDF_STRINGID@Rtl@Cdf@Windows@@AAH@Z
0036AF3F 0036AF7C ?CreateInstance@?$CTSHandleImplementation@U_CDF_INTERNAL_GUID_TABLE@@@@SGJABU_CDF_GENERIC_TABLE_CONSTRUCTOR_DATA@@AAU_CDF_GUID_TABLE@Rtl@Cdf@Windows@@@Z
0036AF7C 0036AFB9 ?CreateInstance@?$CTSHandleImplementation@U_CDF_INTERNAL_STRING_TABLE@@@@SGJABU_CDF_GENERIC_TABLE_CONSTRUCTOR_DATA@@AAU_CDF_STRING_TABLE@Rtl@Cdf@Windows@@@Z
0036AFB9 0036AFF6 ?CreateInstance@?$CTSHandleImplementation@U_CDF_INTERNAL_BINARY_TABLE@@@@SGJABU_CDF_GENERIC_TABLE_CONSTRUCTOR_DATA@@AAU_CDF_BINARY_TABLE@Rtl@Cdf@Windows@@@Z
