0000A066 0000A092 _CcCopyReadExceptionFilter@8
00105A08 00105AF7 _RtlpAddKnownAce@24
00105AFC 00105B1A _RtlAddAccessAllowedAce@16
00105B20 00105B3F _RtlAddAccessAllowedAceEx@20
00105B44 00105B76 _RtlAddAuditAccessAce@24
00105B7C 00105B92 _RtlpAllocateAtom@8
00105B98 00105BD7 _RtlpLockAtomTable@4
00105BDC 00105C1F _RtlpUnlockAtomTable@4
00105C24 00105C4A _RtlpInitializeHandleTableForAtomTable@4
00105C50 00105C66 _RtlpDestroyHandleTableForAtomTable@4
00105C6C 00105CA0 _RtlpAtomMapAtomToHandleEntry@8
00105CA6 00105CE5 _RtlpCreateHandleForAtom@8
00105CEA 00105D0B _RtlpFreeHandleForAtom@8
00105D10 00105D23 _RtlInitializeAtomPackage@4
00105D28 00105DB4 _RtlCreateAtomTable@8
00105DBA 00105E65 _RtlDestroyAtomTable@4
00105E6A 00105F12 _RtlEmptyAtomTable@8
00105F18 00105FBF _RtlpGetIntegerAtom@8
00105FC4 00106098 _RtlpHashStringToAtom@16
0010609E 00106235 _RtlAddAtomToAtomTable@12
0010623A 0010631C _RtlLookupAtomInAtomTable@12
00106322 001063FC _RtlDeleteAtomFromAtomTable@8
00106402 0010649A _RtlPinAtomInAtomTable@8
001064A8 00106653 _RtlQueryAtomInAtomTable@24
00106658 001066F8 _RtlQueryAtomsInAtomTable@16
001066FE 0010671A _RtlInitializeRangeList@4
00106720 00106859 _RtlpAddToMergedRange@12
0010685E 001068A7 _RtlpCreateRangeListEntry@28
001068AC 001068FC _RtlpDeleteRangeListEntry@4
00106902 00106942 _RtlFreeRangeList@4
00106948 0010699E _RtlGetFirstRange@12
001069A4 001069FC _RtlGetLastRange@12
00106A02 00106AAC _RtlGetNextRange@12
00106AB2 00106B4A _RtlpCopyRangeListEntry@4
00106B50 00106BBD _RtlCopyRangeList@8
00106BC2 00106C9E _RtlpIsRangeAvailable@44
00106CA4 00106E15 _RtlFindRange@48
00106E1A 00106E58 _RtlpConvertToMergedRange@4
00106E5E 0010701A _RtlpAddIntersectingRanges@16
00107020 0010708A _RtlIsRangeAvailable@40
00107090 00107146 _RtlpAddRange@12
0010714C 0010723B _RtlpDeleteFromMergedRange@8
00107240 0010731B _RtlMergeRangeLists@16
00107320 0010739D _RtlAddRange@36
001073A2 001074CE _RtlDeleteRange@24
001074D4 00107577 _RtlDeleteOwnersRanges@8
0010757C 00107613 _RtlInvertRangeList@8
00107618 00107738 _RtlZeroHeap@8
0010773E 00107864 _RtlpCreateUnCommittedRange@4
0010786A 0010788F _RtlpDestroyUnCommittedRange@8
001078C0 00107968 _RtlpInsertUnCommittedPages@12
001079A2 00107B4B _RtlpFindAndCommitPages@16
00107B50 00107B85 _RtlpDestroyHeapSegment@4
00107C8A 00108014 _RtlpCoalesceFreeBlocks@16
0010801A 0010815F _RtlpInsertFreeBlock@12
00108164 00108182 _RtlpGetExtraStuffPointer@4
001081A8 0010825B _RtlDestroyHeap@4
00108260 00108294 _RtlSizeHeap@12
001082C2 0010840E _RtlpInitializeHeapSegment@28
00108414 0010859E _RtlpExtendHeap@8
001085D4 00108951 _RtlpDeCommitFreeBlock@12
00108988 00108E70 _RtlCreateHeap@24
00108F34 00109AA8 _RtlAllocateHeapSlowly@12
00109AAE 00109CB3 _RtlFreeHeapSlowly@12
00109CB8 0010A587 _RtlAllocateHeap@12
0010A58C 0010A7A7 _RtlFreeHeap@12
0010A7C2 0010A80C _RtlAnsiCharToUnicodeChar@4
0010A812 0010A8E0 _RtlUpcaseUnicodeString@12
0010A8E6 0010A9B4 _RtlDowncaseUnicodeString@12
0010A9BA 0010AA12 _RtlUpcaseUnicodeChar@4
0010AA18 0010AA70 _RtlDowncaseUnicodeChar@4
0010AA76 0010AA96 _RtlFreeAnsiString@4
0010AA9C 0010AAB6 _RtlFreeOemString@4
0010AABC 0010AADC _RtlxUnicodeStringToOemSize@4
0010AAE2 0010AB04 _RtlxOemStringToUnicodeSize@4
0010AB0A 0010AC51 _RtlCompareUnicodeString@12
0010AC56 0010AD69 _RtlEqualUnicodeString@12
0010AD6E 0010AE82 _RtlPrefixUnicodeString@12
0010AE88 0010AED8 _RtlCreateUnicodeString@8
0010AEDE 0010AFA4 _RtlHashUnicodeString@16
0010AFAA 0010B299 _RtlFindCharInUnicodeString@16
0010B29E 0010B34B _RtlAnsiStringToUnicodeString@12
0010B350 0010B415 _RtlUnicodeStringToAnsiString@12
0010B41A 0010B4C4 _RtlUpcaseUnicodeStringToAnsiString@12
0010B4CA 0010B577 _RtlOemStringToUnicodeString@12
0010B57C 0010B626 _RtlUnicodeStringToOemString@12
0010B62C 0010B6F0 _RtlUpcaseUnicodeStringToOemString@12
0010B6F6 0010B7AC _RtlOemStringToCountedUnicodeString@12
0010B7B2 0010B881 _RtlUnicodeStringToCountedOemString@12
0010B886 0010B955 _RtlUpcaseUnicodeStringToCountedOemString@12
0010B95A 0010BA0A _RtlDnsHostNameToComputerName@12
0010BA10 0010BB28 _RtlUpperChar@4
0010BB2E 0010BBBC _RtlCompareString@12
0010BBC2 0010BC4A _RtlPrefixString@12
0010BC50 0010BC7A _RtlCreateUnicodeStringFromAsciiz@8
0010BC80 0010BCC4 _RtlUpperString@8
0010BCCA 0010BD20 _RtlAppendAsciizToString@8
0010BD26 0010BD75 _RtlAppendStringToString@8
0010BD7A 0010BDBE _RtlValidSid@4
0010BDC4 0010BE3F _RtlEqualPrefixSid@8
0010BE44 0010BE57 _RtlLengthRequiredSid@4
0010BE5C 0010BE8C _RtlInitializeSid@12
0010BE92 0010BEA5 _RtlSubAuthoritySid@8
0010BEAA 0010BEB7 _RtlSubAuthorityCountSid@4
0010BEBC 0010BED3 _RtlLengthSid@4
0010BED8 0010BF0A _RtlCopySid@12
0010BF10 0010BF9F _RtlCopySidAndAttributesArray@28
0010BFA4 0010BFEA _RtlLengthSidAsUnicodeString@8
0010BFFA 0010C1C7 _RtlConvertSidToUnicodeString@12
0010C1CC 0010C1F0 _RtlEqualLuid@8
0010C1F6 0010C20F _RtlCopyLuid@8
0010C214 0010C23E _RtlCopyLuidAndAttributesArray@12
0010C244 0010C26D _RtlCreateSecurityDescriptorRelative@8
0010C272 0010C34F _RtlValidSecurityDescriptor@4
0010C354 0010C402 _RtlLengthSecurityDescriptor@4
0010C408 0010C46A _RtlSetDaclSecurityDescriptor@16
0010C470 0010C4CD _RtlGetDaclSecurityDescriptor@16
0010C4D2 0010C534 _RtlSetSaclSecurityDescriptor@16
0010C53A 0010C597 _RtlGetSaclSecurityDescriptor@16
0010C59C 0010C5EA _RtlSetOwnerSecurityDescriptor@12
0010C5F0 0010C630 _RtlGetOwnerSecurityDescriptor@12
0010C636 0010C684 _RtlSetGroupSecurityDescriptor@12
0010C68A 0010C6C7 _RtlGetGroupSecurityDescriptor@12
0010C6CC 0010C6E3 _RtlAreAllAccessesGranted@8
0010C6E8 0010C6FA _RtlAreAnyAccessesGranted@8
0010C700 0010C754 _RtlMapGenericMask@8
0010C75A 0010C7D2 _RtlpApplyAclToObject@8
0010C7D8 0010C9BA _RtlpCreateServerAcl@20
0010C9C0 0010C9F2 _RtlpValidateSDOffsetAndSize@16
0010C9F8 0010CB3C _RtlValidRelativeSecurityDescriptor@12
0010CB42 0010CB74 _RtlpGuidPresentInGuidList@12
0010CB7A 0010CBB0 _RtlEqualSid@8
0010CBB6 0010D081 _RtlpCopyEffectiveAce@64
0010D086 0010D34E _RtlpCopyAces@52
0010D354 0010D521 _RtlpComputeMergedAcl2@44
0010D526 0010D5BB _RtlpComputeMergedAcl@40
0010D5C0 0010D6BF _RtlpCompareKnownAces@16
0010D6C4 0010D8C0 _RtlpCompareKnownObjectAces@16
0010D8C6 0010DF8B _RtlpSetSecurityObject@32
0010DF90 0010DFF1 _RtlpCompareAces@16
0010DFF6 0010E0D2 _RtlpIsDuplicateAce@8
0010E0D8 0010E2A5 _RtlpGenerateInheritedAce@56
0010E2AA 0010E37A _RtlpGenerateInheritAcl@52
0010E380 0010E614 _RtlpInheritAcl2@72
0010E61A 0010E6C4 _RtlpInheritAcl@68
0010E6CA 0010EF33 _RtlpNewSecurityObject@36
0010EF38 0010EF4F _RtlInitializeBitMap@12
0010EF54 0010F062 _RtlIntegerToChar@16
0010F068 0010F18A _RtlCharToInteger@12
0010F190 0010F310 _RtlUnicodeStringToInteger@12
0010F316 0010F436 _RtlIntegerToUnicode@16
0010F43C 0010F49A _RtlIntegerToUnicodeString@12
0010F4A0 0010F660 _RtlLargeIntegerToChar@16
0010F666 0010F836 _RtlLargeIntegerToUnicode@16
0010F83C 0010F8A7 _RtlInt64ToUnicodeString@16
0010F8AC 0010F977 _RtlpQueryRegistryDirect@16
0010F97C 0010F9C6 _RtlpAllocDeallocQueryBuffer@16
0010F9CC 0010FB12 _RtlExpandEnvironmentStrings_U@16
0010FB18 0010FB1E _RtlGetNtGlobalFlags@0
0010FB44 0010FC48 _RtlFormatCurrentUserKeyPath@4
0010FC4E 0010FCE6 _RtlOpenCurrentUser@8
0010FCF0 0010FE5C _RtlpGetRegistryHandle@16
0010FF80 00110341 _RtlpCallQueryRegistryRoutine@20
001103C0 00110794 _RtlQueryRegistryValues@20
0011079A 001107F1 _RtlWriteRegistryValue@24
001107F6 0011081E _RtlCheckRegistryKey@8
00110824 00110852 _RtlCreateRegistryKey@8
00110858 001108A4 _RtlDeleteRegistryValue@12
001108D2 001108ED _RtlpGetTimeZoneInfoHandle@8
001108F2 00110A15 _RtlQueryTimeZoneInformation@4
00110A1A 00110B2E _RtlSetTimeZoneInformation@4
00110B72 00110BF5 _RtlSetActiveTimeBias@4
00110BFA 00110C40 _RtlDecompressBuffer@24
00110C46 00110C92 _RtlDecompressFragment@32
00110C98 00110CDB _RtlDescribeChunk@20
00110CE0 00110D23 _RtlReserveChunk@20
00110D28 00110EE6 _RtlDecompressChunks@28
00110EEC 00110FDB _RtlCompressChunks@28
00110FE0 00110FE8 _RtlCompressWorkSpaceSizeNS@12
00110FEE 00110FF6 _RtlCompressBufferNS@32
00110FFC 00111004 _RtlDecompressBufferNS@20
0011100A 00111012 _RtlDecompressFragmentNS@28
00111018 00111020 _RtlReserveChunkNS@16
00111026 0011103E _RtlpSysVolAllocate@4
00111044 00111074 _RtlpSysVolAdminSid@4
0011107A 0011114E _RtlpSysVolCreateSecurityDescriptor@8
00111154 001113AB _RtlpSysVolCheckOwnerAndSecurity@8
001113E6 001115A0 _RtlCreateSystemVolumeInformationFolder@4
001115A6 00111633 _RtlFindMessage@20
00111638 001116AE _RtlStringFromGUID@8
001117E8 00111869 _RtlGUIDFromString@8
0011186E 0011199C _RtlIsValidOemCharacter@4
001119A2 00111A42 _GetNextWchar@16
00111A48 00111AC3 _RtlComputeLfnChecksum@4
00111AC8 00111C44 _RtlIsNameLegalDOS8Dot3@12
00111C4A 0011203B _RtlGenerate8dot3Name@16
00112076 0011214F _RtlLockBootStatusData@4
00112154 00112195 _RtlUnlockBootStatusData@4
0011219A 0011228D _RtlGetSetBootStatusData@24
00112292 00112317 _RtlGetVersion@4
0011231C 0011235C _RtlNtStatusToDosError@4
00112362 001123AE _RtlRandom@4
001123B4 00112416 _RtlTimeToElapsedTimeFields@8
0011241C 001125E3 _RtlCutoverTimeToSystemTime@16
001125E8 00112625 _ChkSum@12
0011262A 0011268E _LdrVerifyMappedImageMatchesChecksum@8
00112694 001126CA _RtlComputeCrc32@12
001126D0 00112827 _RtlpCreateStack@20
0011282C 00112861 _RtlpFreeStack@8
00112866 001129D9 _RtlCreateUserThread@40
001129DE 00112BEE _LdrProcessRelocationBlockLongLong@20
00112CDE 00112DBF _LdrRelocateImageWithBias@28
00112DC4 00112DE5 _LdrRelocateImage@20
00112DEA 00112E09 _RtlpAllocateHotpatchMemory@8
00112E0E 00112E24 _RtlpFreeHotpatchMemory@4
00112E2A 00112E6E _RtlpFindSectionHeader@8
00112E7C 00112EC1 _RtlGetHotpatchHeader@4
00112EC6 00112EE6 _RtlFindRtlPatchHeader@8
00112EEC 00112F16 _RtlFreeHotPatchData@4
00113012 00113243 _RtlpApplyRelocationFixups@8
001132D4 00113387 _RtlpSingleRangeValidate@8
0011342C 001134E6 _RtlpValidateTargetRanges@8
0011353E 00113697 _RtlReadSingleHookValidation@28
00113750 00113934 _RtlpReadSingleHookInformation@20
001139A6 00113BC1 _RtlReadHookInformation@4
00113BC6 00113BF4 _RtlInitializeHotPatch@8
00113BFA 00113C4A _RtlpIsSameImage@8
00113C50 00113CD7 _RtlCreateHotPatch@16
00113DAC 00113F26 _RtlGetNtProductType@4
00113F2C 0011407A _RtlDecompressBufferLZNT1@20
00114080 0011426F _RtlDecompressFragmentLZNT1@28
00114274 00114334 _RtlDescribeChunkLZNT1@16
0011433A 00114484 _RtlReserveChunkLZNT1@16
0011448A 001144EF _LZNT1FindMatchMaximum@8
001144F4 001145AB _RtlInitializeContext@20
001145B0 0011461E _RtlAcquirePebLock@0
00114624 0011463A _RtlReleasePebLock@0
00114640 001148E6 _SepAdjustPrivileges@36
001148EC 00114B2C _SepAdjustGroups@40
00114B32 00114ED4 _NtAdjustPrivilegesToken@24
00114EDA 00115275 _NtAdjustGroupsToken@24
0011527A 00115310 _SepMakeTokenEffectiveOnly@4
00115316 0011539C _SepSidInSidAndAttributes@16
001153A2 0011550B _SepRemoveDisabledGroupsAndPrivileges@24
00115510 001158C7 _SepDuplicateToken@28
001158CC 0011592F _SeCopyClientToken@16
00115934 00115D82 _SepFilterToken@44
00115D88 00115F2E _NtDuplicateToken@24
00115F34 00116187 _NtFilterToken@24
0011618C 0011623E _SeFilterToken@24
00116244 0011629C _SeFastFilterToken@44
001162A2 00116381 _SepCreateImpersonationTokenDacl@12
00116386 00116453 _NtOpenProcessTokenEx@16
00116462 001164F1 _SepOpenTokenOfThread@28
001164F6 00116713 _NtOpenThreadTokenEx@20
00116722 0011673B _NtOpenProcessToken@12
00116740 0011675C _NtOpenThreadToken@16
00116762 001167BF _SeQueryAuthenticationIdToken@8
001167C4 0011681B _SeQuerySessionIdToken@8
00116820 00117CC9 _NtQueryInformationToken@20
00117D12 001181ED _SeQueryInformationToken@12
00118222 001183C5 _SeCaptureObjectTypeList@16
001183CA 001183E3 _SeFreeCapturedObjectTypeList@4
001183E8 00118437 _SepObjectInTypeList@16
0011843C 00118504 _SepUpdateParentTypeList@12
0011850A 001185DF _SepAddAccessTypeList@20
001185E4 00118680 _SepSidInToken@16
00118686 00118739 _SepSidInTokenEx@20
0011873E 0011894E _SepMaximumAccessCheck@36
00118954 00118B33 _SepNormalAccessCheck@36
00118B38 00118B9D _SeMaximumAuditMask@16
00118BA2 0011900E _SepAccessCheck@64
00119014 00119149 _SePrivilegePolicyCheck@24
0011914E 001191F1 _SepTokenIsOwner@12
001191F6 001192AD _SeFastTraverseCheck@12
001192B2 0011997F _SeAccessCheckByType@48
00119984 00119AD6 _SeAccessCheck@40
00119ADC 00119B08 _NtAccessCheck@32
00119B0E 00119B3F _NtAccessCheckByType@44
00119B44 00119B75 _NtAccessCheckByTypeResultList@44
00119B7A 00119BC1 _SeDeleteAccessState@4
00119BC6 00119BE3 _SeSetAccessStateGenericMapping@8
00119BE8 00119C35 _SepConcatenatePrivileges@12
00119C3A 00119CCD _SeCreateAccessStateEx@24
00119CD2 00119DB2 _SeAppendPrivileges@8
00119DB8 00119DE4 _SeCreateAccessState@16
00119DEA 00119E3D _SeAssignSecurity@28
00119E42 00119E7A _SeAssignSecurityEx@36
00119E80 00119EA1 _SeDeassignSecurity@4
00119EA6 00119F6A _SeAssignWorldSecurityDescriptor@12
00119F70 0011A127 _SepAdtPrivilegeObjectAuditAlarm@32
0011A12C 0011A2C4 _SepAdtPrivilegedServiceAuditAlarm@28
0011A2CA 0011A4E8 _SepAdtOpenObjectForDeleteAuditAlarm@48
0011A4EE 0011A551 _SepQueryNameString@4
0011A556 0011A5A8 _SepQueryTypeString@4
0011A5AE 0011A6CD _SeAuditHandleDuplication@16
0011A6D2 0011A784 _SepAdtGenerateDiscardAudit@0
0011A78A 0011A86B _SeInitializeProcessAuditName@12
0011A870 0011A92C _SeLocateProcessImageName@8
0011A932 0011AB2F _SepAuditAssignPrimaryToken@8
0011AB34 0011AD27 _SeAuditSystemTimeChange@16
0011AD2C 0011AF09 _SeAuditHardLinkCreation@12
0011AF0E 0011B336 _SepAdtOpenObjectAuditAlarm@64
0011B33C 0011B49C _SepAdtCloseObjectAuditAlarm@12
0011B4A2 0011B636 _SepAdtDeleteObjectAuditAlarm@12
0011B63C 0011B903 _SeOperationAuditAlarm@20
0011B908 0011BAC5 _SepAdtObjectReferenceAuditAlarm@16
0011BACA 0011BC41 _SeAuditProcessCreation@4
0011BC46 0011BD99 _SeAuditProcessExit@4
0011BD9E 0011BDCD _SepSinglePrivilegeCheck@16
0011BDD2 0011BED6 _SepProbeAndCaptureString_U@8
0011BEDC 0011BF0C _SePrivilegeObjectAuditAlarm@24
0011BF12 0011BF56 _SePrivilegedServiceAuditAlarm@16
0011BF5C 0011BFCF _SeAuditHandleCreation@8
0011BFD4 0011C014 _SeCloseObjectAuditAlarm@12
0011C01A 0011C054 _SeDeleteObjectAuditAlarm@8
0011C05A 0011C156 _SepExamineSacl@24
0011C15C 0011C1C7 _SepAuditTypeList@24
0011C1CC 0011C27B _SepSetAuditInfoForObjectType@48
0011C280 0011C498 _SepExamineSaclEx@44
0011C49E 0011C4FB _SepFilterPrivilegeAudits@4
0011C500 0011C57A _SeAuditingFileOrGlobalEvents@12
0011C580 0011C5C9 _SeAuditingFileEvents@8
0011C5CE 0011C60B _SeAuditingFileEventsWithContext@12
0011C610 0011C66F _SeAuditingHardLinkEvents@8
0011C674 0011C6C5 _SeAuditingHardLinkEventsWithContext@12
0011C6CA 0011C726 _SeCheckAuditPrivilege@8
0011C72C 0011C913 _NtPrivilegeObjectAuditAlarm@24
0011C918 0011CB30 _NtPrivilegedServiceAuditAlarm@20
0011CB36 0011D30C _SepAccessCheckAndAuditAlarm@68
0011D312 0011D347 _NtAccessCheckAndAuditAlarm@44
0011D34C 0011D38B _NtAccessCheckByTypeAndAuditAlarm@64
0011D390 0011D3CF _NtAccessCheckByTypeResultListAndAuditAlarm@64
0011D3D4 0011D415 _NtAccessCheckByTypeResultListAndAuditAlarmByHandle@68
0011D41A 0011D846 _NtOpenObjectAuditAlarm@48
0011D84C 0011D952 _NtCloseObjectAuditAlarm@12
0011D958 0011DA7A _NtDeleteObjectAuditAlarm@12
0011DA80 0011DD40 _SeOpenObjectAuditAlarm@36
0011DD46 0011DFDB _SeOpenObjectForDeleteAuditAlarm@36
0011DFE0 0011E069 _SeObjectReferenceAuditAlarm@32
0011E06E 0011E6D5 _SeCaptureSecurityDescriptor@20
0011E6DA 0011E779 _SepCopyProxyData@8
0011E77E 0011E7A7 _SepFreeProxyData@4
0011E7AC 0011E8C1 _SepProbeAndCaptureQosData@4
0011E8C6 0011E8F0 _SeFreeCapturedSecurityQos@4
0011E8F6 0011EA55 _SeCaptureSecurityQos@16
0011EA5A 0011EBC3 _SeCaptureSid@28
0011EBC8 0011ED2F _SeCaptureAcl@32
0011ED34 0011EE6A _SeCaptureLuidAndAttributesArray@36
0011EE70 0011EE9A _SeReleaseSecurityDescriptor@12
0011EEA0 0011F248 _SeCaptureSidAndAttributesArray@36
0011F24E 0011F273 _SeReleaseSid@12
0011F278 0011F407 _SeCaptureAuditPolicy@28
0011F40C 0011F436 _SeReleaseAuditPolicy@12
0011F43C 0011F4C2 _SeComputeQuotaInformationSize@8
0011F4C8 0011F60C _SeValidSecurityDescriptor@8
0011F612 0011F658 _SeCaptureSubjectContextEx@12
0011F65E 0011F686 _SeReleaseSubjectContext@4
0011F68C 0011F6DA _SepGetDefaultsSubjectContext@24
0011F6E0 0011F703 _SeCaptureSubjectContext@4
0011F708 0011F74C _SeLockSubjectContext@4
0011F752 0011F7BB _SeUnlockSubjectContext@4
0011F7C0 0011F840 _SepIdAssignableAsGroup@8
0011F846 0011F93D _SepValidOwnerSubjectContext@12
0011F942 0011FA16 _SepCreateClientSecurity@28
0011FA1C 0011FA71 _SeCreateClientSecurity@16
0011FA76 0011FACB _SeCreateClientSecurityFromSubjectContext@16
0011FAD0 0011FB0B _SeImpersonateClientEx@8
0011FB10 0011FB1B _SeImpersonateClient@8
0011FB20 0011FB89 _SepAssemblePrivileges@16
0011FBEE 0011FEF5 _SepCleanupLUIDDeviceMapDirectory@4
0011FEFA 0011FF62 _SepInformLsaOfDeletedLogon@4
0011FF68 0011FFF5 _SeRegisterLogonSessionTerminatedRoutine@4
0011FFFA 001200B7 _SeUnregisterLogonSessionTerminatedRoutine@4
001200BC 0012014E _SeMarkLogonSessionForTerminationNotification@4
00120154 001201C7 _SepNotifyFileSystems@4
001201CC 0012027C _SepReferenceLogonSession@4
00120282 0012037A _SepCreateLogonSessionTrack@4
00120380 0012049F _SepDeleteLogonSessionTrack@4
001204A4 001204E2 _SepInformFileSystemsOfDeletedLogon@4
001204E8 00120511 _SepRmCreateLogonSessionWrkr@8
00120516 0012053F _SepRmDeleteLogonSessionWrkr@8
00120544 00120666 _SepDeReferenceLogonSession@4
001206D4 001209D3 _SeGetLogonIdDeviceMap@8
001209D8 00120AA5 _SepPrivilegeCheck@20
00120AAA 00120ADE _SePrivilegeCheck@12
00120AE4 00120CAF _NtPrivilegeCheck@12
00120CB4 00120D19 _SeSinglePrivilegeCheck@12
00120D1E 00120D8A _SeCheckPrivilegedObject@20
00120D90 00120DBF _SeSetSecurityAccessMask@8
00120DC4 00120DE9 _SeQuerySecurityAccessMask@8
00120DEE 00120E20 _SeSetSecurityDescriptorInfo@24
00120E26 00120E5A _SeSetSecurityDescriptorInfoEx@28
00120E60 0012113F _SeQuerySecurityDescriptorInfo@16
00121144 001211B7 _SeDefaultObjectMethod@36
001211BC 001211CE _SeTokenType@4
001211D4 001211EC _SeTokenIsAdmin@4
001211F2 0012120A _SeTokenIsRestricted@4
00121210 00121222 _SeTokenImpersonationLevel@4
00121228 0012124F _SeDeassignPrimaryToken@4
00121254 001212B8 _SeSubProcessToken@12
001212BE 00121338 _SepTokenDeleteMethod@4
0012133E 0012180B _SepCreateToken@84
00121810 00121833 _SepIdAssignableAsOwner@8
00121838 00121912 _SeIsChildTokenByPointer@8
00121918 00121986 _SeIsSiblingTokenByPointer@8
00121A32 00121B1B _NtImpersonateAnonymousToken@4
00121B20 00121C38 _SepComparePrivilegeAndAttributeArrays@16
00121C3E 00121D39 _SepCompareSidAndAttributeArrays@16
00121D3E 00121F6B _NtCompareTokens@12
00121F70 00121F88 _SeTokenIsWriteRestricted@4
00121F8E 00121FDB _SeAssignPrimaryToken@8
00121FE0 0012205B _SeExchangePrimaryToken@12
00122060 001220E0 _SeGetTokenControlInformation@8
001220E6 001225B9 _NtCreateToken@52
001225BE 00122825 _SepRmCallLsa@4
00122850 00122A01 _SepRmCommandServerThreadInit@0
00122A06 00122C2B _SepRmCommandServerThread@4
00122C30 00122CC7 _SepExpandDynamic@8
00122CCC 00122D0E _SepFreePrimaryGroup@4
00122D14 00122D5A _SepFreeDefaultDacl@4
00122D60 00122DAE _SepAppendPrimaryGroup@8
00122DB4 00122DF6 _SepAppendDefaultDacl@8
00122DFC 00122E5A _SeSetSessionIdToken@8
00122E60 00123897 _NtSetInformationToken@16
001238C0 00123976 _SepRegQueryDwordValue@12
00123A0E 00123AD5 _SepAuditFailed@0
00123ADC 00123C4A _SepAdtMarshallAuditRecord@12
00123C50 00123CC8 _SepAdtCopyToLsaSharedMemory@16
00123CCE 00123DD5 _SepQueueWorkItem@8
00123DDA 00123E9B _SepDequeueWorkItem@0
00123EA0 00123F1A _SepAdtLogAuditRecord@4
00123F20 00123F45 _SepCheckAcl@8
00123F4A 00123FB1 _SepRmSetAuditEventWrkr@8
00123FB6 00123FDB _SepAdtValidateAuditBounds@8
00124060 0012412A _SepAdtInitializeBounds@0
00124130 00124212 _VdmpQueryVdmProcess@4
00124218 001245A9 _NtVdmControl@8
001245AE 00124630 _VdmFetchBop4@4
00124636 00124675 _VdmFetchULONG@4
0012467A 001246BA _VdmFetchBop1@4
001246C0 001246F3 _VdmDispatchOpcodeV86_try@4
001246F8 0012475F _VdmTibPass1@12
00124764 00124875 _VdmDispatchBop@4
0012487A 00124931 _VdmDispatchPageFault@12
00124936 001249CD _VdmDispatchIRQ13@4
001249D2 00124A8B _VdmSkipNpxInstruction@16
00124A90 00124D2E _NTFastDOSIO@8
00124D34 00124F22 _VdmSwapContexts@12
00124F28 0012512E _VdmpStartExecution@0
00125134 00125251 _VdmEndExecution@8
00125256 001252E8 _VdmpGetVdmTib@4
0012531A 0012543D _VdmpFlushPrinterWriteData@4
00125442 0012551C _VdmpPrinterInitialize@4
00125522 00125527 _VdmpPrinterDirectIoOpen@4
0012552C 00125616 _VdmpPrinterDirectIoClose@4
0012569E 001258CC _VdmPrinterStatus@12
001258D2 001259A5 _VdmPrinterWriteData@12
001259AA 00125A1D _VdmpIcaScan@8
00125A22 00125A7E _VdmpIcaAccept@8
00125A84 00125ACE _GetIretHookAddress@12
00125AD4 00125C42 _PushRmInterrupt@16
00125C48 00125F65 _PushPmInterrupt@16
00125F6A 00125FEB _VdmpDispatchableIntPending@4
00125FF0 00126049 _VdmpIsThreadTerminating@4
0012604E 001260C7 _VdmpQueueIntNormalRoutine@12
001260CC 00126162 _VdmpRestartDelayedInterrupts@4
00126168 001263EC _VdmDispatchInterrupts@8
001263F2 00126409 _VdmpRundownRoutine@4
00126466 001269C8 _VdmpInitialize@4
001269CE 00126D67 _VdmQueryDirectoryFile@4
00126D6C 00126D6F _VdmTraceEvent@16
00126D74 00126D94 _WmiQueryTrace@4
00126D9A 00126FAD _WmiStopTrace@4
00126FB2 0012761D _WmiUpdateTrace@4
00127622 001276A5 _WmiFlushTrace@4
001276AA 00127B05 _WmiQueryTraceInformation@20
00127B2A 00127BB0 _WmiStartTrace@4
00127BB6 00127CAB _IoWMIRegistrationControl@8
00127CB0 00127D91 _IoWMIAllocateInstanceIds@12
00127D9C 00127FCD _IoWMISuggestInstanceName@16
0012804E 00128153 _IoWMIOpenBlock@12
00128158 001281E7 _IoWMIQueryAllData@12
001281EC 0012825F _IoWMIQueryAllDataMultiple@16
00128264 00128347 _IoWMIQuerySingleInstance@16
0012834C 001283C4 _IoWMIQuerySingleInstanceMultiple@20
001283CA 00128496 _IoWMISetSingleInstance@20
0012849C 00128570 _IoWMISetSingleItem@24
00128576 0012869E _IoWMIExecuteMethod@24
001286A4 001286D1 _IoWMISetNotificationCallback@12
001286D6 0012870B _WmipExtendBase@8
00128710 00128789 _WmipInitContext@0
0012878E 0012887E _WmipFreeTraceBufferPool@4
00128884 001288E4 _WmipLookupLoggerIdByName@8
001288EA 001289C7 _WmipShutdown@8
001289CC 00128AE2 _WmipGetTraceBuffer@24
00128AE8 00128D1E _WmipDumpGuidMaps@8
00128D24 0012904B _WmipNtDllLoggerInfo@4
00129050 00129101 _WmipStopLoggerInstance@4
00129106 0012930F _WmipVerifyLoggerInfo@8
00129314 0012943A _WmipFreeLoggerContext@4
00129440 00129535 _WmipAllocateTraceBufferPool@4
0012953A 0012958F _WmipFlushLogger@8
001295B8 0012A182 _WmipStartLogger@4
0012A188 0012A492 _WmipQueryLogger@8
0012A498 0012A687 @WmipDisableKernelTrace@4
0012A68C 0012A71A _WmipSetTraceNotify@12
0012A720 0012A7DB _WmipTraceFile@20
0012A7E0 0012A802 @WmiStartContextSwapTrace@0
0012A808 0012A89B @WmiStopContextSwapTrace@0
0012A8A0 0012AA38 @WmiTraceProcess@8
0012AA3E 0012AB79 _WmiTraceThread@12
0012AB7E 0012AC89 _WmipTraceLoadImage@12
